time,longitude,latitude,tp,u10,v10,r,t2m,fwi
1979-08-25 12:00:00,18.25,40.5,1.4804304e-05,-0.5988535,5.088985,73.23696,299.18967,18.632446
1979-08-26 12:00:00,18.25,40.5,6.579375e-05,0.9409993,-1.4706222,65.73079,297.81644,12.551514
1979-08-27 12:00:00,18.25,40.5,5.113613e-05,0.48904487,1.1535012,60.59351,297.15482,15.809814
1979-08-28 12:00:00,18.25,40.5,0.000699183,-1.162601,-0.873668,70.76595,297.59702,11.257324
1979-08-29 12:00:00,18.25,40.5,0.0006113411,-0.4201254,-2.60365,71.489845,296.8737,17.287842
1979-08-30 12:00:00,18.25,40.5,6.448035e-05,0.97412187,-6.009874,64.47269,296.36264,26.661987
1979-08-31 12:00:00,18.25,40.5,-5.5879354e-09,1.2354826,-4.890551,62.118805,295.8043,23.615234
1979-09-01 12:00:00,18.25,40.5,8.48677e-05,0.15724991,-3.97594,60.35957,296.42862,21.178467
1979-09-02 12:00:00,18.25,40.5,0.00014667166,0.11201719,-3.8173358,63.10509,296.3428,22.320557
1979-09-03 12:00:00,18.25,40.5,6.7306682e-06,0.83914846,-3.212178,70.29282,295.85876,21.540771
1979-09-04 12:00:00,18.25,40.5,1.1175871e-08,-0.66602784,-0.97138554,61.290268,296.29385,17.15332
1979-09-05 12:00:00,18.25,40.5,0.00074003637,-0.43822598,-1.1247092,64.47571,296.40274,16.315308
